investigation_type,accident_number,event_date,location,country,injury_severity,aircraft_damage,aircraft_category,make,model,amateur_built,number_of_engines,engine_type,far_description,purpose_of_flight,total_fatal_injuries,total_serious_injuries,total_minor_injuries,total_uninjured,weather_condition,Year,total_passengers,fatal_serious_injuries,fatal_serious_fraction,make_model
Accident,ATL06CA097,2006-06-22,"LEBANON, TN",United States,Non-Fatal,Substantial,Airplane,Cessna,R182,No,1.0,Reciprocating,Part 91: General Aviation,Positioning,0.0,0.0,0.0,1.0,VMC,2006,1.0,0.0,0.0,Cessna R182
Accident,MIA06CA119,2006-06-23,"OPA-LOCKA, FL",United States,Non-Fatal,Substantial,Airplane,Piper,PA-25-235,No,1.0,Reciprocating,Part 91: General Aviation,Banner Tow,0.0,1.0,0.0,0.0,VMC,2006,1.0,1.0,1.0,Piper PA-25-235
Accident,SEA06CA129,2006-06-24,"SUMMIT, UT",United States,Non-Fatal,Substantial,Airplane,Mooney,M-20F,No,1.0,Reciprocating,Part 91: General Aviation,Personal,0.0,0.0,2.0,1.0,VMC,2006,3.0,0.0,0.0,Mooney M-20F
Accident,CHI06CA167,2006-06-24,"ATWOOD, IL",United States,Non-Fatal,Substantial,Airplane,Cessna,170A,No,1.0,Reciprocating,Part 91: General Aviation,Personal,0.0,0.0,1.0,0.0,VMC,2006,1.0,0.0,0.0,Cessna 170A
Accident,SEA06CA127,2006-06-25,"CENTER ISLAND, WA",United States,Non-Fatal,Substantial,Airplane,Cessna,182K,No,1.0,Reciprocating,Part 91: General Aviation,Unknown,0.0,0.0,0.0,2.0,VMC,2006,2.0,0.0,0.0,Cessna 182K
Accident,LAX06CA212,2006-06-25,"LA VERNE, CA",United States,Non-Fatal,Substantial,Airplane,Maule,M-7-235C,No,1.0,Reciprocating,Part 91: General Aviation,Personal,0.0,0.0,0.0,2.0,VMC,2006,2.0,0.0,0.0,Maule M-7-235C
Accident,CHI06CA166,2006-06-25,"WALWORTH, WI",United States,Non-Fatal,Substantial,Airplane,Piper,PA-28-140,No,1.0,Reciprocating,Part 91: General Aviation,Personal,0.0,0.0,0.0,2.0,VMC,2006,2.0,0.0,0.0,Piper PA-28-140
Accident,LAX06CA215,2006-06-25,"Carlsbad, CA",United States,Non-Fatal,Destroyed,Airplane,Bellanca,7KCAB,No,1.0,Reciprocating,Part 91: General Aviation,Personal,0.0,0.0,0.0,1.0,VMC,2006,1.0,0.0,0.0,Bellanca 7KCAB
Accident,CHI06CA172,2006-06-26,"MINONG, WI",United States,Non-Fatal,Substantial,Airplane,Piper,PA-18-150,No,1.0,Reciprocating,Part 91: General Aviation,Personal,0.0,0.0,2.0,0.0,VMC,2006,2.0,0.0,0.0,Piper PA-18-150
Accident,CHI06CA169,2006-06-26,"LINCOLN, NE",United States,Non-Fatal,Substantial,Airplane,Beechcraft,35-33,No,1.0,Reciprocating,Part 91: General Aviation,Instructional,0.0,1.0,1.0,2.0,VMC,2006,4.0,1.0,0.25,Beechcraft 35-33
Accident,LAX06CA218,2006-06-27,"SANTA MARIA, CA",United States,Non-Fatal,Substantial,Airplane,Cessna,T206H,No,1.0,Reciprocating,Part 91: General Aviation,Personal,0.0,0.0,0.0,5.0,VMC,2006,5.0,0.0,0.0,Cessna T206H
Accident,LAX06CA217,2006-06-27,"EL CAJON, CA",United States,Non-Fatal,Substantial,Airplane,Beechcraft,76,No,2.0,Reciprocating,Part 91: General Aviation,Instructional,0.0,0.0,0.0,2.0,VMC,2006,2.0,0.0,0.0,Beechcraft 76
Accident,DFW06CA168,2006-06-27,"ELDORADO, TX",United States,Non-Fatal,Substantial,Airplane,Cessna,TU206G,No,1.0,Reciprocating,Part 91: General Aviation,Instructional,0.0,0.0,0.0,2.0,VMC,2006,2.0,0.0,0.0,Cessna TU206G
Accident,CHI06CA170,2006-06-27,"INDIANAPOLIS, IN",United States,Non-Fatal,Substantial,Airplane,Cessna,150G,No,1.0,Reciprocating,Part 91: General Aviation,Personal,0.0,0.0,0.0,1.0,VMC,2006,1.0,0.0,0.0,Cessna 150G
Accident,SEA06CA131,2006-06-28,"OLYMPIA, WA",United States,Non-Fatal,Substantial,Airplane,Cessna,177A,No,1.0,Reciprocating,Part 91: General Aviation,Personal,0.0,0.0,0.0,1.0,VMC,2006,1.0,0.0,0.0,Cessna 177A
Accident,LAX06CA219,2006-06-28,"VACAVILLE, CA",United States,Non-Fatal,Substantial,Airplane,Cessna,170B,No,1.0,Reciprocating,Part 91: General Aviation,Personal,0.0,0.0,1.0,3.0,VMC,2006,4.0,0.0,0.0,Cessna 170B
Accident,LAX06CA224,2006-06-29,"SEARCHLIGHT, NV",United States,Non-Fatal,Substantial,Airplane,Mooney,M20M,No,1.0,Reciprocating,Part 91: General Aviation,Personal,0.0,0.0,0.0,2.0,VMC,2006,2.0,0.0,0.0,Mooney M20M
Accident,ATL06CA098,2006-06-30,"BURNSVILLE, NC",United States,Non-Fatal,Substantial,Airplane,Mooney,M20M,No,1.0,Reciprocating,Part 91: General Aviation,Personal,0.0,0.0,0.0,4.0,VMC,2006,4.0,0.0,0.0,Mooney M20M
Accident,DFW06CA174,2006-07-01,"BURNETT, TX",United States,Non-Fatal,Substantial,Airplane,Cessna,172L,No,1.0,Reciprocating,Part 91: General Aviation,Instructional,0.0,0.0,1.0,2.0,VMC,2006,3.0,0.0,0.0,Cessna 172L
Accident,ANC06CA083,2006-07-02,"ANCHORAGE, AK",United States,Non-Fatal,Substantial,Airplane,Cessna,180,No,1.0,Reciprocating,Part 91: General Aviation,Personal,0.0,0.0,0.0,1.0,VMC,2006,1.0,0.0,0.0,Cessna 180
Accident,SEA06CA132,2006-07-03,"GREAT FALLS, MT",United States,Non-Fatal,Substantial,Airplane,Cessna,195,No,1.0,Reciprocating,Part 91: General Aviation,Personal,0.0,0.0,0.0,2.0,VMC,2006,2.0,0.0,0.0,Cessna 195
Accident,LAX06CA223,2006-07-03,"DORRIS, CA",United States,Non-Fatal,Substantial,Airplane,Piper,PA28-181,No,1.0,Reciprocating,Part 91: General Aviation,Personal,0.0,0.0,0.0,4.0,VMC,2006,4.0,0.0,0.0,Piper PA28-181
Accident,CHI06CA180,2006-07-03,"JEFFERSON CITY, MO",United States,Non-Fatal,Substantial,Airplane,Piper,PA-28-161,No,1.0,Reciprocating,Part 91: General Aviation,Instructional,0.0,0.0,0.0,2.0,VMC,2006,2.0,0.0,0.0,Piper PA-28-161
Accident,DFW06CA175,2006-07-05,"SAN ANTONIO, TX",United States,Non-Fatal,Substantial,Airplane,Cessna,C340A,No,2.0,Reciprocating,Part 91: General Aviation,Personal,0.0,0.0,0.0,2.0,VMC,2006,2.0,0.0,0.0,Cessna C340A
Accident,DEN06CA093,2006-07-06,"SARATOGA, WY",United States,Non-Fatal,Substantial,Airplane,Cessna,305A,No,1.0,Reciprocating,Part 91: General Aviation,Personal,0.0,0.0,0.0,2.0,VMC,2006,2.0,0.0,0.0,Cessna 305A
Accident,CHI06CA179,2006-07-06,"WATERVLIET, MI",United States,Non-Fatal,Substantial,Airplane,Aviat,A-1,No,1.0,Reciprocating,Part 91: General Aviation,Personal,0.0,0.0,0.0,1.0,VMC,2006,1.0,0.0,0.0,Aviat A-1
Accident,CHI06CA177,2006-07-06,"PONTIAC, IL",United States,Non-Fatal,Substantial,Airplane,Cessna,T210G,No,1.0,Reciprocating,Part 91: General Aviation,Personal,0.0,0.0,1.0,0.0,VMC,2006,1.0,0.0,0.0,Cessna T210G
Accident,CHI06CA176,2006-07-06,"JACKSON, MI",United States,Non-Fatal,Substantial,Airplane,Cessna,182A,No,1.0,Reciprocating,Part 91: General Aviation,Personal,0.0,0.0,4.0,0.0,VMC,2006,4.0,0.0,0.0,Cessna 182A
Accident,ANC06CA085,2006-07-06,"SKWENTNA, AK",United States,Non-Fatal,Substantial,Airplane,Piper,PA-18-180,No,1.0,Reciprocating,Part 91: General Aviation,Personal,0.0,0.0,0.0,1.0,VMC,2006,1.0,0.0,0.0,Piper PA-18-180
Accident,DFW06CA178,2006-07-07,"DOWNSVILLE, TX",United States,Non-Fatal,Substantial,Airplane,Cessna,180,No,1.0,Reciprocating,Part 91: General Aviation,Personal,0.0,0.0,0.0,1.0,VMC,2006,1.0,0.0,0.0,Cessna 180
Accident,DFW06CA176,2006-07-07,"DENVER CITY, TX",United States,Non-Fatal,Substantial,Airplane,Cessna,210A,No,1.0,Reciprocating,Part 91: General Aviation,Personal,0.0,0.0,0.0,1.0,VMC,2006,1.0,0.0,0.0,Cessna 210A
Accident,CHI06CA185,2006-07-07,"SULLIVAN, IL",United States,Non-Fatal,Substantial,Airplane,Cessna,172K,No,1.0,Reciprocating,Part 91: General Aviation,Personal,0.0,0.0,1.0,0.0,VMC,2006,1.0,0.0,0.0,Cessna 172K
Accident,CHI06CA183,2006-07-08,"BALTIMORE, OH",United States,Non-Fatal,Substantial,Airplane,Cessna,172S,No,1.0,Reciprocating,Part 91: General Aviation,Personal,0.0,0.0,0.0,2.0,VMC,2006,2.0,0.0,0.0,Cessna 172S
Accident,CHI06CA182,2006-07-08,"WATERFORD, OH",United States,Non-Fatal,Substantial,Airplane,Cessna,172L,No,1.0,Reciprocating,Part 91: General Aviation,Personal,0.0,0.0,0.0,1.0,VMC,2006,1.0,0.0,0.0,Cessna 172L
Accident,ATL06CA104,2006-07-08,"BIRMINGHAM, AL",United States,Non-Fatal,Substantial,Airplane,Cessna,182H,No,1.0,Reciprocating,Part 91: General Aviation,Personal,0.0,0.0,0.0,2.0,VMC,2006,2.0,0.0,0.0,Cessna 182H
Accident,DFW06CA181,2006-07-09,"EL DORADO, TX",United States,Non-Fatal,Substantial,Airplane,Mooney,M20C,No,1.0,Reciprocating,Part 91: General Aviation,Personal,0.0,0.0,1.0,0.0,VMC,2006,1.0,0.0,0.0,Mooney M20C
Accident,DFW06CA179,2006-07-10,"GEORGETOWN, TX",United States,Non-Fatal,Substantial,Airplane,Piper,PA-28-161,No,1.0,Reciprocating,Part 91: General Aviation,Instructional,0.0,0.0,2.0,0.0,VMC,2006,2.0,0.0,0.0,Piper PA-28-161
Accident,CHI06CA227,2006-07-11,"CAHOKIA, IL",United States,Non-Fatal,Substantial,Airplane,Cessna,172M,No,1.0,Reciprocating,Part 91: General Aviation,Personal,0.0,0.0,0.0,1.0,VMC,2006,1.0,0.0,0.0,Cessna 172M
Accident,CHI06CA181,2006-07-11,"INDIANAPOLIS, IN",United States,Non-Fatal,Substantial,Airplane,Piper,PA-31-350,No,2.0,Reciprocating,Part 135: Air Taxi & Commuter,,0.0,0.0,0.0,1.0,VMC,2006,1.0,0.0,0.0,Piper PA-31-350
Accident,ANC06CA088,2006-07-11,"FAIRBANKS, AK",United States,Non-Fatal,Substantial,Airplane,Cessna,206F,No,1.0,Reciprocating,Part 135: Air Taxi & Commuter,,0.0,0.0,0.0,5.0,VMC,2006,5.0,0.0,0.0,Cessna 206F
Accident,DFW06CA182,2006-07-12,"MARVELL, AR",United States,Non-Fatal,Substantial,Airplane,Air Tractor,AT-502B,No,1.0,Turbo Prop,Part 137: Agricultural,Aerial Application,0.0,0.0,0.0,1.0,VMC,2006,1.0,0.0,0.0,Air Tractor AT-502B
Accident,CHI06CA189,2006-07-13,"WATERFORD, MI",United States,Non-Fatal,Substantial,Airplane,Cessna,172R,No,1.0,Reciprocating,Part 91: General Aviation,Instructional,0.0,0.0,0.0,1.0,VMC,2006,1.0,0.0,0.0,Cessna 172R
Accident,SEA06CA144,2006-07-14,"TURNER, MT",United States,Non-Fatal,Substantial,Airplane,Piper,PA-11,No,1.0,Reciprocating,Part 91: General Aviation,Personal,0.0,0.0,0.0,2.0,VMC,2006,2.0,0.0,0.0,Piper PA-11
Accident,ATL06CA105,2006-07-14,"GRIFFIN, GA",United States,Non-Fatal,Substantial,Airplane,Piper,PA-28-161,No,1.0,Reciprocating,Part 91: General Aviation,Instructional,0.0,0.0,0.0,1.0,VMC,2006,1.0,0.0,0.0,Piper PA-28-161
Accident,NYC06CA119,2006-07-15,"PLATTSBURGH, NY",United States,Non-Fatal,Substantial,Airplane,Cessna,182A,No,1.0,Reciprocating,Part 91: General Aviation,Skydiving,0.0,1.0,0.0,0.0,VMC,2006,1.0,1.0,1.0,Cessna 182A
Accident,DFW06CA185,2006-07-15,"ROCKWALL, TX",United States,Non-Fatal,Substantial,Airplane,Cessna,120,No,1.0,Reciprocating,Part 91: General Aviation,Personal,0.0,0.0,0.0,1.0,VMC,2006,1.0,0.0,0.0,Cessna 120
Accident,DEN06CA101,2006-07-15,"Olathe, KS",United States,Non-Fatal,Destroyed,Airplane,Piper,PA-24-250,No,1.0,Reciprocating,Part 91: General Aviation,Personal,0.0,0.0,0.0,1.0,VMC,2006,1.0,0.0,0.0,Piper PA-24-250
Accident,NYC06CA177,2006-07-16,"SOMERVILLE, NJ",United States,Non-Fatal,Substantial,Airplane,Beechcraft,A36,No,1.0,Reciprocating,Part 91: General Aviation,Personal,0.0,0.0,0.0,2.0,IMC,2006,2.0,0.0,0.0,Beechcraft A36
Accident,NYC06CA174,2006-07-16,"CLAYTON, NY",United States,Non-Fatal,Substantial,Airplane,Cessna,210G,No,1.0,Reciprocating,Part 91: General Aviation,Personal,0.0,0.0,3.0,0.0,VMC,2006,3.0,0.0,0.0,Cessna 210G
Accident,ATL06CA107,2006-07-16,"LAFAYETTE, GA",United States,Non-Fatal,Substantial,Airplane,Cessna,182Q,No,1.0,Reciprocating,Part 91: General Aviation,Instructional,0.0,0.0,0.0,1.0,VMC,2006,1.0,0.0,0.0,Cessna 182Q
Accident,LAX06CA239,2006-07-18,"CAMARILLO, CA",United States,Non-Fatal,Substantial,Airplane,Cessna,177RG,No,1.0,Reciprocating,Part 91: General Aviation,Personal,0.0,0.0,0.0,1.0,VMC,2006,1.0,0.0,0.0,Cessna 177RG
Accident,LAX06CA237,2006-07-18,"BAKERSFIELD, CA",United States,Non-Fatal,Substantial,Airplane,Beechcraft,A36,No,1.0,Reciprocating,Part 91: General Aviation,Personal,0.0,0.0,0.0,3.0,VMC,2006,3.0,0.0,0.0,Beechcraft A36
Accident,CHI06CA203,2006-07-18,"NAPOLEON, MI",United States,Non-Fatal,Substantial,Airplane,Cessna,182,No,1.0,Reciprocating,Part 91: General Aviation,Personal,0.0,0.0,0.0,1.0,VMC,2006,1.0,0.0,0.0,Cessna 182
Accident,CHI06CA194,2006-07-19,"MARINE CITY, MI",United States,Non-Fatal,Substantial,Airplane,Luscombe,8A,No,1.0,Reciprocating,Part 91: General Aviation,Personal,0.0,0.0,1.0,1.0,VMC,2006,2.0,0.0,0.0,Luscombe 8A
Accident,LAX06CA241,2006-07-20,"GREENFIELD, CA",United States,Non-Fatal,Substantial,Airplane,American Champion Aircraft,7GCBC,No,1.0,Reciprocating,Part 91: General Aviation,Personal,0.0,0.0,0.0,1.0,VMC,2006,1.0,0.0,0.0,American Champion Aircraft 7GCBC
Accident,CHI06CA195,2006-07-20,"LAKEVIEW, MI",United States,Non-Fatal,Substantial,Airplane,Grumman,G-164A,No,1.0,Reciprocating,Part 137: Agricultural,Aerial Application,0.0,0.0,0.0,1.0,VMC,2006,1.0,0.0,0.0,Grumman G-164A
Accident,NYC06WA182,2006-07-21,"DEBRECEN, Hungary",Hungary,Non-Fatal,Substantial,Airplane,Piper,PA-46T,No,,,"Non-U.S., Non-Commercial",Personal,0.0,0.0,0.0,6.0,VMC,2006,6.0,0.0,0.0,Piper PA-46T
Accident,LAX06CA248,2006-07-21,"TRUCKEE, CA",United States,Non-Fatal,Substantial,Airplane,Cessna,T210N,No,1.0,Reciprocating,Part 91: General Aviation,Personal,0.0,0.0,0.0,6.0,VMC,2006,6.0,0.0,0.0,Cessna T210N
Accident,ATL06CA106,2006-07-21,"ROME, GA",United States,Non-Fatal,Substantial,Airplane,Cessna,172F,No,1.0,Reciprocating,Part 91: General Aviation,Business,0.0,3.0,0.0,0.0,VMC,2006,3.0,3.0,1.0,Cessna 172F
Accident,DFW06CA190,2006-07-22,"WOODWORTH, LA",United States,Non-Fatal,Substantial,Airplane,Piper,PA-28-140,No,1.0,Reciprocating,Part 91: General Aviation,Personal,0.0,0.0,0.0,1.0,VMC,2006,1.0,0.0,0.0,Piper PA-28-140
Accident,DFW06CA189,2006-07-22,"KATY, TX",United States,Non-Fatal,Substantial,Airplane,Piper,PA19/L-18C,No,1.0,Reciprocating,Part 91: General Aviation,Personal,0.0,1.0,0.0,0.0,VMC,2006,1.0,1.0,1.0,Piper PA19/L-18C
Accident,CHI06CA197,2006-07-22,"LUTSEN, MN",United States,Non-Fatal,Substantial,Airplane,Cessna,206H,No,1.0,Reciprocating,Part 91: General Aviation,Personal,0.0,0.0,0.0,3.0,VMC,2006,3.0,0.0,0.0,Cessna 206H
Accident,ATL06CA109,2006-07-22,"EATONTON, GA",United States,Non-Fatal,Substantial,Airplane,Cessna,182L,No,1.0,Reciprocating,Part 91: General Aviation,Instructional,0.0,0.0,0.0,2.0,VMC,2006,2.0,0.0,0.0,Cessna 182L
Accident,DFW06CA192,2006-07-23,"BOWIE, TX",United States,Non-Fatal,Substantial,Airplane,Beechcraft,BE23,No,1.0,Reciprocating,Part 91: General Aviation,Instructional,0.0,0.0,0.0,2.0,VMC,2006,2.0,0.0,0.0,Beechcraft BE23
Accident,ANC06CA096,2006-07-23,"ANCHORAGE, AK",United States,Non-Fatal,Substantial,Airplane,Piper,PA-12,No,1.0,Reciprocating,Part 91: General Aviation,Personal,0.0,0.0,0.0,2.0,VMC,2006,2.0,0.0,0.0,Piper PA-12
Accident,SEA06CA176,2006-07-24,"COVE, OR",United States,Non-Fatal,Substantial,Airplane,Cessna,185,No,1.0,Reciprocating,Part 91: General Aviation,Unknown,0.0,0.0,0.0,2.0,VMC,2006,2.0,0.0,0.0,Cessna 185
Accident,ATL06CA112,2006-07-24,"GRIFFIN, GA",United States,Non-Fatal,Substantial,Airplane,Cessna,170B,No,1.0,Reciprocating,Part 91: General Aviation,Personal,0.0,0.0,0.0,1.0,VMC,2006,1.0,0.0,0.0,Cessna 170B
Accident,ANC06CA097,2006-07-24,"ANCHOR POINT, AK",United States,Non-Fatal,Substantial,Airplane,Cessna,180,No,1.0,Reciprocating,Part 91: General Aviation,Positioning,0.0,0.0,0.0,1.0,VMC,2006,1.0,0.0,0.0,Cessna 180
Accident,SEA06CA149,2006-07-25,"AUBURN, WA",United States,Non-Fatal,Substantial,Airplane,Maule,M-7-235C,No,1.0,Reciprocating,Part 91: General Aviation,Personal,0.0,0.0,0.0,1.0,VMC,2006,1.0,0.0,0.0,Maule M-7-235C
Accident,LAX06CA244,2006-07-25,"SANTA CLARITA, CA",United States,Non-Fatal,Substantial,Airplane,Cessna,182D,No,1.0,Reciprocating,Part 91: General Aviation,Personal,0.0,0.0,0.0,2.0,VMC,2006,2.0,0.0,0.0,Cessna 182D
Accident,LAX06CA245,2006-07-26,"NAPA, CA",United States,Non-Fatal,Substantial,Airplane,Cessna,150J,No,1.0,Reciprocating,Part 91: General Aviation,Personal,0.0,0.0,1.0,0.0,IMC,2006,1.0,0.0,0.0,Cessna 150J
Accident,CHI06CA204,2006-07-26,"WADSWORTH, OH",United States,Non-Fatal,Substantial,Airplane,Cessna,172N,No,1.0,Reciprocating,Part 91: General Aviation,Instructional,0.0,0.0,1.0,0.0,VMC,2006,1.0,0.0,0.0,Cessna 172N
Accident,CHI06CA201,2006-07-26,"MASON, MI",United States,Non-Fatal,Substantial,Airplane,Beechcraft,A36,No,1.0,Reciprocating,Part 91: General Aviation,Personal,0.0,0.0,1.0,3.0,VMC,2006,4.0,0.0,0.0,Beechcraft A36
Accident,DEN06CA106,2006-07-27,"CUNNINGHAM, KS",United States,Non-Fatal,Substantial,Airplane,Cessna,140,No,1.0,Reciprocating,Part 91: General Aviation,Personal,0.0,0.0,0.0,1.0,VMC,2006,1.0,0.0,0.0,Cessna 140
Accident,ANC06CA106,2006-07-27,"HOONAH, AK",United States,Non-Fatal,Substantial,Airplane,Taylorcraft,F19,No,1.0,Reciprocating,Part 91: General Aviation,Personal,0.0,0.0,0.0,2.0,VMC,2006,2.0,0.0,0.0,Taylorcraft F19
Accident,DCA06FA058,2006-07-28,"MEMPHIS, TN",United States,Non-Fatal,Substantial,Airplane,Boeing,MD-10-10F,No,3.0,Turbo Fan,Part 121: Air Carrier,,0.0,0.0,0.0,3.0,VMC,2006,3.0,0.0,0.0,Boeing MD-10-10F
Accident,SEA06CA148,2006-07-29,"AMERICAN FALLS, ID",United States,Non-Fatal,Substantial,Airplane,Cessna,172F,No,1.0,Reciprocating,Part 91: General Aviation,Personal,0.0,0.0,0.0,2.0,VMC,2006,2.0,0.0,0.0,Cessna 172F
Accident,NYC06CA189,2006-07-29,"POUGHKEEPSIE, NY",United States,Non-Fatal,Substantial,Airplane,Cessna,172P,No,1.0,Reciprocating,Part 91: General Aviation,Instructional,0.0,0.0,0.0,1.0,VMC,2006,1.0,0.0,0.0,Cessna 172P
Accident,LAX06CA268,2006-07-29,"ONTARIO, CA",United States,Non-Fatal,Substantial,Airplane,Cessna,414A,No,2.0,Reciprocating,Part 91: General Aviation,Personal,0.0,0.0,0.0,4.0,VMC,2006,4.0,0.0,0.0,Cessna 414A
Accident,CHI06FA210,2006-07-29,"SULLIVAN, MO",United States,Fatal(6),Substantial,Airplane,De Havilland,DHC-6-100,No,2.0,Turbo Prop,Part 91: General Aviation,Skydiving,6.0,2.0,0.0,0.0,VMC,2006,8.0,8.0,1.0,De Havilland DHC-6-100
Accident,ATL06CA113,2006-07-29,"RICEBORO, GA",United States,Non-Fatal,Substantial,Airplane,Cessna,208,No,1.0,Turbo Prop,Part 91: General Aviation,Business,0.0,0.0,0.0,6.0,VMC,2006,6.0,0.0,0.0,Cessna 208
Accident,SEA06CA151,2006-07-30,"HAILEY, ID",United States,Non-Fatal,Substantial,Airplane,Cessna,180H,No,1.0,Reciprocating,Part 91: General Aviation,Personal,0.0,0.0,0.0,1.0,VMC,2006,1.0,0.0,0.0,Cessna 180H
Accident,SEA06CA150,2006-07-30,"HAILEY, ID",United States,Non-Fatal,Substantial,Airplane,Cessna,180J,No,1.0,Reciprocating,Part 91: General Aviation,Personal,0.0,0.0,0.0,2.0,VMC,2006,2.0,0.0,0.0,Cessna 180J
Accident,NYC06CA188,2006-07-30,"ASHLAND, KY",United States,Non-Fatal,Substantial,Airplane,Cessna,120,No,1.0,Reciprocating,Part 91: General Aviation,Personal,0.0,0.0,0.0,1.0,VMC,2006,1.0,0.0,0.0,Cessna 120
Accident,CHI06CA209,2006-07-30,"CHISHOLM, MN",United States,Non-Fatal,Substantial,Airplane,Cessna,180M,No,1.0,Reciprocating,Part 91: General Aviation,Personal,0.0,0.0,0.0,4.0,VMC,2006,4.0,0.0,0.0,Cessna 180M
Accident,CHI06CA221,2006-07-31,"SPRINGFIELD, MN",United States,Non-Fatal,Substantial,Airplane,Air Tractor,AT-400,No,1.0,Turbo Prop,Part 137: Agricultural,Aerial Application,0.0,0.0,0.0,1.0,VMC,2006,1.0,0.0,0.0,Air Tractor AT-400
Accident,SEA06CA155,2006-08-02,"BELGRADE, MT",United States,Non-Fatal,Substantial,Airplane,Cessna,180H,No,1.0,Reciprocating,Part 91: General Aviation,Unknown,0.0,0.0,0.0,1.0,VMC,2006,1.0,0.0,0.0,Cessna 180H
Accident,SEA06CA156,2006-08-02,"ELK CITY, ID",United States,Non-Fatal,Substantial,Airplane,Cessna,180,No,1.0,Reciprocating,Part 91: General Aviation,Personal,0.0,0.0,0.0,3.0,VMC,2006,3.0,0.0,0.0,Cessna 180
Incident,ENG06WA030,2006-08-02,"Shenzhen, China, China",China,Incident,,Airplane,Airbus,A320,No,2.0,Turbo Fan,"Non-U.S., Commercial",,0.0,0.0,0.0,0.0,,2006,0.0,0.0,,Airbus A320
Accident,LAX06CA252,2006-08-03,"SAN ANDREAS, CA",United States,Non-Fatal,Substantial,Airplane,Cessna,172M,No,1.0,Reciprocating,Part 91: General Aviation,Instructional,0.0,0.0,0.0,3.0,VMC,2006,3.0,0.0,0.0,Cessna 172M
Accident,ATL06CA117,2006-08-03,"THOMSON, GA",United States,Non-Fatal,Substantial,Airplane,Cessna,172S,No,1.0,Reciprocating,Part 91: General Aviation,Instructional,0.0,0.0,0.0,1.0,VMC,2006,1.0,0.0,0.0,Cessna 172S
Accident,ATL06CA116,2006-08-03,"AUGUSTA, GA",United States,Non-Fatal,Substantial,Airplane,Cessna,172M,No,1.0,Reciprocating,Part 91: General Aviation,Instructional,0.0,0.0,0.0,1.0,VMC,2006,1.0,0.0,0.0,Cessna 172M
Accident,LAX06CA253,2006-08-04,"GASQUET, CA",United States,Non-Fatal,Substantial,Airplane,Cessna,172M,No,1.0,Reciprocating,Part 91: General Aviation,Personal,0.0,1.0,1.0,0.0,VMC,2006,2.0,1.0,0.5,Cessna 172M
Accident,DEN06CA110,2006-08-04,"ROSET, WY",United States,Non-Fatal,Substantial,Airplane,Cessna,182E,No,1.0,Reciprocating,Part 91: General Aviation,Personal,0.0,0.0,0.0,2.0,VMC,2006,2.0,0.0,0.0,Cessna 182E
Accident,CHI06CA216,2006-08-04,"MINOT, ND",United States,Non-Fatal,Substantial,Airplane,Piper,PA-25,No,1.0,Reciprocating,Part 137: Agricultural,Aerial Application,0.0,0.0,0.0,1.0,VMC,2006,1.0,0.0,0.0,Piper PA-25
Accident,NYC06MA192,2006-08-04,"Pownal, VT",United States,Fatal(1),Destroyed,Airplane,Embraer,110P1,No,2.0,Turbo Prop,Part 91: General Aviation,Positioning,1.0,0.0,0.0,0.0,IMC,2006,1.0,1.0,1.0,Embraer 110P1
Accident,NYC06CA196,2006-08-05,"WINDSOR, NH",United States,Non-Fatal,Substantial,Airplane,Cessna,172N,No,1.0,Reciprocating,Part 91: General Aviation,Personal,0.0,0.0,0.0,1.0,VMC,2006,1.0,0.0,0.0,Cessna 172N
Accident,NYC06CA195,2006-08-05,"HYANNIS, MA",United States,Non-Fatal,Substantial,Airplane,Champion,7KCAB,No,1.0,Reciprocating,Part 91: General Aviation,Banner Tow,0.0,0.0,1.0,0.0,VMC,2006,1.0,0.0,0.0,Champion 7KCAB
Accident,NYC06CA194,2006-08-05,"HARMONSBURG, PA",United States,Non-Fatal,Substantial,Airplane,Champion,7FC,No,1.0,Reciprocating,Part 91: General Aviation,Personal,0.0,1.0,0.0,1.0,VMC,2006,2.0,1.0,0.5,Champion 7FC
Accident,CHI06CA261,2006-08-06,"EDEN PRARIE, MN",United States,Non-Fatal,Substantial,Airplane,Beechcraft,B19,No,1.0,Reciprocating,Part 91: General Aviation,Instructional,0.0,0.0,0.0,1.0,VMC,2006,1.0,0.0,0.0,Beechcraft B19
Accident,ANC06CA108,2006-08-06,"TYONEK, AK",United States,Non-Fatal,Substantial,Airplane,Piper,PA-18-150,No,1.0,Reciprocating,Part 91: General Aviation,Personal,0.0,0.0,0.0,2.0,VMC,2006,2.0,0.0,0.0,Piper PA-18-150
Accident,SEA06CA171,2006-08-07,"GREENACRES, WA",United States,Non-Fatal,Substantial,Airplane,Piper,PA-23-250,No,2.0,Reciprocating,Part 91: General Aviation,Personal,0.0,0.0,0.0,3.0,VMC,2006,3.0,0.0,0.0,Piper PA-23-250
Accident,CHI06CA228,2006-08-07,"WAUKESHA, WI",United States,Non-Fatal,Substantial,Airplane,Piper,PA-18,No,1.0,Reciprocating,Part 91: General Aviation,Personal,0.0,0.0,0.0,2.0,VMC,2006,2.0,0.0,0.0,Piper PA-18
Accident,ANC06CA117,2006-08-08,"TALKEETNA, AK",United States,Non-Fatal,Substantial,Airplane,Piper,PA-14,No,1.0,Reciprocating,Part 91: General Aviation,Personal,0.0,0.0,0.0,3.0,VMC,2006,3.0,0.0,0.0,Piper PA-14
