investigation_type,accident_number,event_date,location,country,injury_severity,aircraft_damage,aircraft_category,make,model,amateur_built,number_of_engines,engine_type,far_description,purpose_of_flight,total_fatal_injuries,total_serious_injuries,total_minor_injuries,total_uninjured,weather_condition,Year,total_passengers,fatal_serious_injuries,fatal_serious_fraction,make_model
Accident,GAA19CA465,2019-07-28,"Richmond, VA",United States,Non-Fatal,Substantial,Airplane,Beechcraft,36,No,1.0,Reciprocating,091,Personal,0.0,0.0,0.0,1.0,VMC,2019,1.0,0.0,0.0,Beechcraft 36
Accident,GAA19CA472,2019-07-28,"Mt. Sterling, KY",United States,Non-Fatal,Substantial,Airplane,Cessna,172,No,1.0,Reciprocating,091,Personal,0.0,0.0,0.0,2.0,VMC,2019,2.0,0.0,0.0,Cessna 172
Accident,WPR19WA208,2019-07-28,"Williams Creek, Australia",Australia,Non-Fatal,Substantial,Airplane,Vans,RV6,Yes,,,NUSN,,0.0,0.0,2.0,0.0,,2019,2.0,0.0,0.0,Vans RV6
Accident,GAA19WA578,2019-07-29,"Norrtalje, Stickhome, Sweden",Sweden,Non-Fatal,Substantial,Airplane,Cirrus,SR22,No,,,NUSN,,0.0,0.0,0.0,4.0,,2019,4.0,0.0,0.0,Cirrus SR22
Accident,WPR19LA204,2019-07-29,"Vernal, UT",United States,Non-Fatal,Substantial,Airplane,Cessna,E162,No,,Reciprocating,091,Instructional,0.0,0.0,2.0,0.0,VMC,2019,2.0,0.0,0.0,Cessna E162
Accident,WPR19LA213,2019-07-29,"Roundup, MT",United States,Non-Fatal,Substantial,Airplane,Cessna,150,No,1.0,Reciprocating,091,Personal,0.0,0.0,1.0,0.0,VMC,2019,1.0,0.0,0.0,Cessna 150
Accident,GAA19CA470,2019-07-30,"Placerville, CA",United States,Non-Fatal,Substantial,Airplane,Cessna,177,No,1.0,Reciprocating,091,Personal,0.0,0.0,0.0,1.0,VMC,2019,1.0,0.0,0.0,Cessna 177
Accident,ERA19LA239,2019-07-30,"Chattanooga, TN",United States,Non-Fatal,Substantial,Airplane,Cessna,210,No,1.0,Reciprocating,091,Personal,0.0,0.0,0.0,3.0,VMC,2019,3.0,0.0,0.0,Cessna 210
Accident,GAA19CA464,2019-07-30,"WESTMINSTER, MD",United States,Non-Fatal,Substantial,Airplane,Cessna,172,No,1.0,Reciprocating,091,Personal,0.0,1.0,0.0,0.0,VMC,2019,1.0,1.0,1.0,Cessna 172
Accident,GAA19CA474,2019-07-30,"Cloquet, MN",United States,Non-Fatal,Substantial,Airplane,Cirrus,SR22,No,1.0,Reciprocating,091,Personal,0.0,0.0,0.0,1.0,VMC,2019,1.0,0.0,0.0,Cirrus SR22
Accident,CEN19LA265,2019-07-30,"Fairhope, AL",United States,Non-Fatal,Substantial,Airplane,Piper,PA28,No,1.0,Reciprocating,091,Instructional,0.0,0.0,0.0,2.0,VMC,2019,2.0,0.0,0.0,Piper PA28
Accident,CEN19WA268,2019-07-30,"Senneterre, Quebec, Canada",Canada,Fatal,Destroyed,Airplane,Beechcraft,V35,No,,,091,Personal,1.0,0.0,0.0,0.0,,2019,1.0,1.0,1.0,Beechcraft V35
Accident,GAA19CA471,2019-07-31,"Falcon, CO",United States,Non-Fatal,Substantial,Airplane,Piper,PA28,No,1.0,Reciprocating,091,Personal,0.0,0.0,0.0,2.0,VMC,2019,2.0,0.0,0.0,Piper PA28
Accident,WPR19LA231,2019-08-01,"Novato, CA",United States,Non-Fatal,Substantial,Airplane,Cessna,P210,No,1.0,Turbo Prop,091,Business,0.0,0.0,0.0,2.0,VMC,2019,2.0,0.0,0.0,Cessna P210
Accident,GAA19CA482,2019-08-01,"Manassas, VA",United States,Non-Fatal,Substantial,Airplane,Piper,PA 12,No,1.0,Reciprocating,091,Personal,0.0,0.0,0.0,1.0,VMC,2019,1.0,0.0,0.0,Piper PA 12
Accident,ERA19WA241,2019-08-02,"Los Angeles, Chile",Chile,Fatal,Destroyed,Airplane,Cessna,510,No,,,NUSN,,1.0,0.0,0.0,0.0,,2019,1.0,1.0,1.0,Cessna 510
Accident,CEN19WA301,2019-08-02,"Guachochi, Mexico",Mexico,Fatal,Substantial,Airplane,Cessna,TU206,No,,,091,,2.0,0.0,0.0,0.0,,2019,2.0,2.0,1.0,Cessna TU206
Accident,CEN19FA247,2019-08-03,"Ontonagan, MI",United States,Fatal,Destroyed,Airplane,Piper,PA28,No,1.0,Reciprocating,091,Personal,1.0,0.0,0.0,0.0,IMC,2019,1.0,1.0,1.0,Piper PA28
Accident,CEN19LA249,2019-08-03,"Saginaw, MI",United States,Non-Fatal,Substantial,Airplane,Cessna,A185,No,,Reciprocating,091,Personal,0.0,4.0,0.0,0.0,VMC,2019,4.0,4.0,1.0,Cessna A185
Accident,CEN19LA257,2019-08-03,"Jacksonville, FL",United States,Non-Fatal,Substantial,Airplane,Piper,PA28,No,1.0,Reciprocating,091,Personal,0.0,0.0,0.0,1.0,VMC,2019,1.0,0.0,0.0,Piper PA28
Incident,DCA19WA195,2019-08-03,"El Alto, Saint Barthelemy",Saint Barthelemy,Non-Fatal,Minor,Airplane,Boeing,737,No,,,NUSC,,0.0,0.0,0.0,99.0,,2019,99.0,0.0,0.0,Boeing 737
Accident,CEN19FA248,2019-08-04,"De Queen, AR",United States,Fatal,Substantial,Airplane,Cessna,310,No,2.0,Reciprocating,091,Flight Test,1.0,0.0,1.0,0.0,VMC,2019,2.0,1.0,0.5,Cessna 310
Accident,GAA19CA480,2019-08-04,"Waco, NE",United States,Non-Fatal,Substantial,Airplane,Air Tractor,AT502,No,1.0,Turbo Prop,137,Aerial Application,0.0,0.0,0.0,1.0,VMC,2019,1.0,0.0,0.0,Air Tractor AT502
Accident,GAA19CA504,2019-08-04,"Oakland, CA",United States,Non-Fatal,Substantial,Airplane,Cessna,182,No,1.0,Reciprocating,091,Personal,0.0,0.0,0.0,3.0,IMC,2019,3.0,0.0,0.0,Cessna 182
Accident,GAA19CA486,2019-08-04,"Bayse, VA",United States,Non-Fatal,Substantial,Airplane,Cessna,172,No,1.0,Reciprocating,091,Personal,0.0,0.0,0.0,1.0,VMC,2019,1.0,0.0,0.0,Cessna 172
Accident,CEN19WA256,2019-08-04,"Upper Raft Lake, Canada",Canada,Fatal,,Airplane,Cessna,A185,No,,,NUSN,Personal,1.0,6.0,0.0,0.0,,2019,7.0,7.0,1.0,Cessna A185
Accident,GAA19CA503,2019-08-04,"Ocean City, MD",United States,Non-Fatal,Substantial,Airplane,Cessna,172,No,1.0,Reciprocating,091,Instructional,0.0,0.0,0.0,1.0,VMC,2019,1.0,0.0,0.0,Cessna 172
Accident,CEN19LA252,2019-08-05,"Miami, FL",United States,Non-Fatal,Substantial,Airplane,Piper,PA28,No,1.0,Reciprocating,091,Instructional,0.0,1.0,2.0,0.0,VMC,2019,3.0,1.0,0.3333333333333333,Piper PA28
Accident,ANC19FA042,2019-08-05,"Girdwood, AK",United States,Fatal,Destroyed,Airplane,Piper,PA22-150,No,1.0,Reciprocating,091,Personal,4.0,0.0,0.0,0.0,VMC,2019,4.0,4.0,1.0,Piper PA22-150
Accident,WPR19FA209,2019-08-05,"Wolf Point, MT",United States,Fatal,Destroyed,Airplane,Cessna,182,No,1.0,Reciprocating,091,Business,2.0,0.0,0.0,0.0,VMC,2019,2.0,2.0,1.0,Cessna 182
Incident,ENG19WA031,2019-08-05,"Valencia, Spain",Spain,,,Airplane,Airbus,A321,No,,Turbo Fan,UNK,,0.0,0.0,0.0,0.0,,2019,0.0,0.0,,Airbus A321
Accident,GAA19WA547,2019-08-05,"Sligo, Ireland",Ireland,Non-Fatal,Substantial,Airplane,Piper,PA28R,No,,,NUSN,,0.0,0.0,0.0,2.0,,2019,2.0,0.0,0.0,Piper PA28R
Accident,GAA19WA583,2019-08-05,"Aarhus airport, Denmark",Denmark,Non-Fatal,Destroyed,Airplane,Cessna,560,No,,,NUSN,,0.0,0.0,0.0,10.0,,2019,10.0,0.0,0.0,Cessna 560
Accident,DCA19CA192,2019-08-06,"San Francisco, CA",United States,,Minor,Airplane,Boeing,737,No,2.0,,121,,0.0,0.0,0.0,0.0,,2019,0.0,0.0,,Boeing 737
Accident,GAA19WA533,2019-08-06,"Totatlan, Jalisco, Mexico",Mexico,Fatal,Destroyed,Airplane,Piper,PA25,No,,,NUSN,,1.0,0.0,0.0,0.0,,2019,1.0,1.0,1.0,Piper PA25
Accident,ANC19WA052,2019-08-06,"Mayo, Canada",Canada,Fatal,,Airplane,Cessna,208,No,,,UNK,,2.0,0.0,0.0,0.0,,2019,2.0,2.0,1.0,Cessna 208
Accident,CEN19LA258,2019-08-08,"North Garden, VA",United States,Non-Fatal,Substantial,Airplane,Cessna,R172,No,,,091,Personal,0.0,1.0,0.0,0.0,,2019,1.0,1.0,1.0,Cessna R172
Accident,GAA19CA488,2019-08-08,"Hollywood, FL",United States,Non-Fatal,Substantial,Airplane,Cessna,152,No,1.0,Reciprocating,091,Instructional,0.0,0.0,0.0,1.0,VMC,2019,1.0,0.0,0.0,Cessna 152
Accident,ERA19WA242,2019-08-08,"Bimini, Bahamas",Bahamas,Non-Fatal,Substantial,Airplane,Piper,PA34,No,2.0,Reciprocating,091,Unknown,0.0,0.0,0.0,3.0,,2019,3.0,0.0,0.0,Piper PA34
Accident,CEN19FA259,2019-08-08,"Sumner, IA",United States,Fatal,Destroyed,Airplane,Air Tractor,AT502,No,1.0,Turbo Prop,091,Positioning,1.0,0.0,0.0,0.0,VMC,2019,1.0,1.0,1.0,Air Tractor AT502
Accident,DCA19LA193,2019-08-08,"Orlando, FL",United States,Non-Fatal,Substantial,Airplane,Airbus,A321,No,2.0,,121,,0.0,0.0,0.0,232.0,VMC,2019,232.0,0.0,0.0,Airbus A321
Accident,ERA19FA240,2019-08-08,"Hatboro, PA",United States,Fatal,Destroyed,Airplane,Beechcraft,F33,No,1.0,Reciprocating,091,Personal,3.0,0.0,0.0,0.0,IMC,2019,3.0,3.0,1.0,Beechcraft F33
Accident,CEN19LA260,2019-08-08,"Cortez, CO",United States,Non-Fatal,Substantial,Airplane,De Havilland,DH60,No,,,091,Personal,0.0,2.0,0.0,0.0,VMC,2019,2.0,2.0,1.0,De Havilland DH60
Accident,WPR19LA220,2019-08-08,"Phoenix, AZ",United States,Non-Fatal,Substantial,Airplane,Piper,PA 30,No,2.0,Reciprocating,091,Instructional,0.0,0.0,0.0,2.0,,2019,2.0,0.0,0.0,Piper PA 30
Accident,DCA19CA198,2019-08-08,"Charlottesville, VA",United States,Non-Fatal,,Airplane,Airbus,A320,No,2.0,,121,,0.0,0.0,1.0,154.0,VMC,2019,155.0,0.0,0.0,Airbus A320
Accident,WPR21WA102,2019-08-09,"Gan International Airport ,Maldives",Maldives,,Minor,Airplane,Cessna,150,No,,,NUSN,,0.0,0.0,0.0,0.0,,2019,0.0,0.0,,Cessna 150
Accident,WPR19FA215,2019-08-09,"Ontario, OR",United States,Fatal,Substantial,Airplane,North American,T28A,No,1.0,Reciprocating,091,Personal,1.0,0.0,1.0,0.0,VMC,2019,2.0,1.0,0.5,North American T28A
Accident,CEN19LA264,2019-08-09,"Cordell, OK",United States,Non-Fatal,Substantial,Airplane,Cessna,150,No,1.0,Reciprocating,091,Personal,0.0,0.0,1.0,0.0,VMC,2019,1.0,0.0,0.0,Cessna 150
Accident,GAA19CA558,2019-08-09,"Chicago, IL",United States,Non-Fatal,Substantial,Airplane,Cessna,172,No,1.0,Reciprocating,091,Personal,0.0,0.0,0.0,2.0,VMC,2019,2.0,0.0,0.0,Cessna 172
Accident,GAA19WA573,2019-08-09,"Corse-du-Sud, France",France,Non-Fatal,Destroyed,Airplane,Beechcraft,36,No,,,NUSN,,0.0,0.0,2.0,0.0,,2019,2.0,0.0,0.0,Beechcraft 36
Incident,ENG19WA042,2019-08-09,"Varanasi, India",India,,,Airplane,Airbus,A320,No,2.0,Geared Turbofan,NUSC,,0.0,0.0,0.0,0.0,,2019,0.0,0.0,,Airbus A320
Accident,WPR19LA217,2019-08-10,"Prospect, OR",United States,Non-Fatal,Substantial,Airplane,Cessna,206,No,1.0,Reciprocating,135,,0.0,0.0,0.0,2.0,,2019,2.0,0.0,0.0,Cessna 206
Accident,GAA19CA489,2019-08-10,"Two Harbors, MN",United States,Non-Fatal,Substantial,Airplane,Cessna,180,No,1.0,Reciprocating,091,Personal,0.0,0.0,0.0,2.0,VMC,2019,2.0,0.0,0.0,Cessna 180
Accident,GAA19CA493,2019-08-10,"Chino, CA",United States,Non-Fatal,Substantial,Airplane,North American,AT 6D,No,1.0,Reciprocating,091,Personal,0.0,0.0,0.0,2.0,VMC,2019,2.0,0.0,0.0,North American AT 6D
Incident,DCA19WA197,2019-08-10,"Rome, Italy",Italy,Non-Fatal,Minor,Airplane,Boeing,787,No,,,NUSC,,0.0,0.0,0.0,298.0,,2019,298.0,0.0,0.0,Boeing 787
Accident,CEN19LA263,2019-08-11,"New Carlisle, OH",United States,Non-Fatal,Substantial,Airplane,Cessna,172,No,1.0,Reciprocating,091,Personal,0.0,3.0,0.0,0.0,VMC,2019,3.0,3.0,1.0,Cessna 172
Accident,ERA19WA270,2019-08-11,"Itaituba, Brazil",Brazil,Fatal,Destroyed,Airplane,Embraer,EMB710,No,1.0,,NUSN,Unknown,3.0,0.0,0.0,0.0,UNK,2019,3.0,3.0,1.0,Embraer EMB710
Accident,ANC19TA044,2019-08-12,"Anchorage, AK",United States,Non-Fatal,Substantial,Airplane,Cessna,180,No,1.0,Reciprocating,091,Personal,0.0,1.0,0.0,0.0,VMC,2019,1.0,1.0,1.0,Cessna 180
Accident,GAA19CA512,2019-08-12,"Chickasha, OK",United States,Non-Fatal,Substantial,Airplane,Piper,PA28,No,1.0,Reciprocating,091,Instructional,0.0,0.0,0.0,1.0,VMC,2019,1.0,0.0,0.0,Piper PA28
Accident,ERA19LA246,2019-08-13,"Jay, FL",United States,Non-Fatal,Substantial,Airplane,Cessna,172,No,1.0,Reciprocating,091,Positioning,0.0,0.0,1.0,0.0,VMC,2019,1.0,0.0,0.0,Cessna 172
Incident,ENG19WA030,2019-08-15,"Warsaw, Poland",Poland,,,Airplane,McDonnell Douglas,MD11,No,,Turbo Fan,UNK,,0.0,0.0,0.0,0.0,,2019,0.0,0.0,,McDonnell Douglas MD11
Accident,CEN19LA267,2019-08-15,"San Marcos, TX",United States,Non-Fatal,Substantial,Airplane,De Havilland,DHC6,No,2.0,Turbo Prop,091,Instructional,0.0,3.0,0.0,0.0,VMC,2019,3.0,3.0,1.0,De Havilland DHC6
Incident,DCA19WA202,2019-08-15,"Shannon, Ireland",Ireland,Non-Fatal,Minor,Airplane,Boeing,767,No,2.0,Turbo Fan,135,,0.0,1.0,0.0,158.0,,2019,159.0,1.0,0.006289308176100629,Boeing 767
Accident,GAA19CA497,2019-08-15,"McCarthy, AK",United States,Non-Fatal,Substantial,Airplane,Piper,PA 12,No,1.0,Reciprocating,091,Personal,0.0,0.0,0.0,1.0,VMC,2019,1.0,0.0,0.0,Piper PA 12
Accident,CEN19LA275,2019-08-15,"Rio Grande City, TX",United States,Non-Fatal,Substantial,Airplane,Cessna,150,No,1.0,Reciprocating,091,Personal,0.0,0.0,0.0,1.0,VMC,2019,1.0,0.0,0.0,Cessna 150
Accident,DCA19WA203,2019-08-15,"Beijing, China",China,Non-Fatal,,Airplane,Boeing,787,No,,,129,,0.0,1.0,1.0,223.0,,2019,225.0,1.0,0.0044444444444444444,Boeing 787
Accident,GAA19CA502,2019-08-16,"Onida, SD",United States,Non-Fatal,Substantial,Airplane,Air Tractor,AT502,No,1.0,Turbo Prop,137,Aerial Application,0.0,0.0,0.0,1.0,VMC,2019,1.0,0.0,0.0,Air Tractor AT502
Accident,WPR19WA274,2019-08-16,"Pretoria, South Africa",South Africa,Fatal,Substantial,Airplane,Cessna,172,No,1.0,Reciprocating,NUSN,,2.0,0.0,0.0,0.0,,2019,2.0,2.0,1.0,Cessna 172
Accident,WPR19LA223,2019-08-17,"Ruidoso, NM",United States,Non-Fatal,Substantial,Airplane,Beechcraft,35,No,,,091,Personal,0.0,0.0,2.0,0.0,,2019,2.0,0.0,0.0,Beechcraft 35
Accident,ERA19FA249,2019-08-17,"Lagrangeville, NY",United States,Fatal,Destroyed,Airplane,Cessna,T303,No,2.0,Reciprocating,091,Personal,1.0,0.0,2.0,0.0,VMC,2019,3.0,1.0,0.3333333333333333,Cessna T303
Incident,ENG19WA032,2019-08-17,"Nassau, Bahamas",Bahamas,,,Airplane,Airbus,A320,No,,Turbo Fan,121,,0.0,0.0,0.0,0.0,,2019,0.0,0.0,,Airbus A320
Accident,CEN19WA341,2019-08-17,"Ravna Gora, Croatia",Croatia,Non-Fatal,,Airplane,Cessna,150,No,,,NUSN,Instructional,0.0,0.0,0.0,2.0,,2019,2.0,0.0,0.0,Cessna 150
Accident,ERA19FA250,2019-08-18,"Wilmington, DE",United States,Fatal,Substantial,Airplane,Beechcraft,95B55,No,2.0,Reciprocating,091,Instructional,2.0,0.0,0.0,0.0,VMC,2019,2.0,2.0,1.0,Beechcraft 95B55
Accident,ANC19LA046,2019-08-18,"Lahaina, HI",United States,Non-Fatal,Substantial,Airplane,Cessna,208B,No,1.0,Turbo Prop,135,,0.0,0.0,0.0,10.0,VMC,2019,10.0,0.0,0.0,Cessna 208B
Accident,GAA19CA498,2019-08-18,"Daytona Beach, FL",United States,Non-Fatal,Substantial,Airplane,Cessna,172,No,1.0,Reciprocating,091,Instructional,0.0,0.0,0.0,2.0,VMC,2019,2.0,0.0,0.0,Cessna 172
Accident,CEN19FA271,2019-08-18,"Hopedale, LA",United States,Fatal,Destroyed,Airplane,Cessna,U206,No,1.0,Reciprocating,091,Personal,1.0,0.0,2.0,0.0,IMC,2019,3.0,1.0,0.3333333333333333,Cessna U206
Incident,DCA19WA201,2019-08-18,"Ponta Delgada, Portugal",Portugal,Non-Fatal,Minor,Airplane,Boeing,757,No,2.0,Turbo Fan,121,,0.0,0.0,0.0,159.0,,2019,159.0,0.0,0.0,Boeing 757
Accident,GAA19CA496,2019-08-19,"Regina, NM",United States,Non-Fatal,Substantial,Airplane,Cessna,TU206,No,1.0,Reciprocating,091,Personal,0.0,0.0,0.0,3.0,VMC,2019,3.0,0.0,0.0,Cessna TU206
Accident,GAA19CA499,2019-08-19,"Ocracoke, NC",United States,Non-Fatal,Substantial,Airplane,Vans,RV7,Yes,1.0,Reciprocating,091,Personal,0.0,2.0,0.0,0.0,VMC,2019,2.0,2.0,1.0,Vans RV7
Accident,WPR19LA227,2019-08-19,"Spokane, WA",United States,Non-Fatal,Substantial,Airplane,Piper,PA28R,No,1.0,Reciprocating,091,Personal,0.0,0.0,0.0,1.0,VMC,2019,1.0,0.0,0.0,Piper PA28R
Accident,GAA19CA501,2019-08-19,"Fairbanks, AK",United States,Non-Fatal,Substantial,Airplane,Champion,7GCBC,No,1.0,Reciprocating,091,Personal,0.0,0.0,0.0,1.0,VMC,2019,1.0,0.0,0.0,Champion 7GCBC
Accident,ERA19FA251,2019-08-19,"Tappahannock, VA",United States,Non-Fatal,Substantial,Airplane,Cirrus,SR22,No,1.0,Reciprocating,091,Personal,0.0,0.0,1.0,0.0,VMC,2019,1.0,0.0,0.0,Cirrus SR22
Incident,ENG19WA044,2019-08-19,"Guwahati, India",India,,,Airplane,Airbus,A320,No,2.0,Geared Turbofan,NUSC,,0.0,0.0,0.0,0.0,,2019,0.0,0.0,,Airbus A320
Accident,WPR19LA237,2019-08-20,"Eugene, OR",United States,Non-Fatal,Substantial,Airplane,Cessna,T210,No,1.0,,091,Personal,0.0,0.0,0.0,1.0,,2019,1.0,0.0,0.0,Cessna T210
Accident,CEN19FA278,2019-08-20,"Hays, KS",United States,Fatal,Destroyed,Airplane,Grumman,G164,No,1.0,Reciprocating,137,Aerial Application,1.0,0.0,0.0,0.0,VMC,2019,1.0,1.0,1.0,Grumman G164
Accident,CEN19FA279,2019-08-20,"Howell, MI",United States,Fatal,Substantial,Airplane,Aero Commander,200,No,,Reciprocating,091,Personal,2.0,0.0,0.0,0.0,VMC,2019,2.0,2.0,1.0,Aero Commander 200
Accident,GAA19CA517,2019-08-20,"Arlington, WA",United States,Non-Fatal,Substantial,Airplane,Cessna,180,No,1.0,Reciprocating,091,Personal,0.0,1.0,0.0,0.0,VMC,2019,1.0,1.0,1.0,Cessna 180
Accident,ERA19LA252,2019-08-20,"East Brady, PA",United States,Non-Fatal,Substantial,Airplane,Piper,PA 31P,No,2.0,Reciprocating,091,Personal,0.0,0.0,0.0,1.0,VMC,2019,1.0,0.0,0.0,Piper PA 31P
Incident,DCA19WA217,2019-08-20,"Cape Town, South Africa",South Africa,,Minor,Airplane,Boeing,737,No,,,NUSC,,0.0,0.0,0.0,0.0,,2019,0.0,0.0,,Boeing 737
Accident,WPR19LA238,2019-08-21,"Half Moon Bay, CA",United States,Non-Fatal,Destroyed,Airplane,Beechcraft,36,No,1.0,Reciprocating,091,Personal,0.0,0.0,0.0,2.0,VMC,2019,2.0,0.0,0.0,Beechcraft 36
Accident,WPR19FA230,2019-08-21,"Oroville, CA",United States,Non-Fatal,Destroyed,Airplane,Cessna,560XL,No,,Turbo Fan,135,,0.0,0.0,0.0,10.0,VMC,2019,10.0,0.0,0.0,Cessna 560XL
Accident,WPR19LA233,2019-08-21,"Livermore, CA",United States,Non-Fatal,Substantial,Airplane,Cessna,120,No,1.0,Reciprocating,091,Personal,0.0,0.0,1.0,0.0,VMC,2019,1.0,0.0,0.0,Cessna 120
Accident,CEN19LA281,2019-08-21,"Grand Rapids, MN",United States,Non-Fatal,Substantial,Airplane,Stinson,108,No,1.0,Reciprocating,091,Personal,0.0,1.0,0.0,0.0,VMC,2019,1.0,1.0,1.0,Stinson 108
Accident,ERA19LA255,2019-08-21,"Tampa, FL",United States,Non-Fatal,Substantial,Airplane,Cessna,310,No,2.0,Reciprocating,091,Personal,0.0,0.0,0.0,1.0,VMC,2019,1.0,0.0,0.0,Cessna 310
Accident,GAA19CA507,2019-08-22,"Anchorage, AK",United States,Non-Fatal,Substantial,Airplane,Maule,M5,No,1.0,Reciprocating,091,Personal,0.0,0.0,0.0,2.0,VMC,2019,2.0,0.0,0.0,Maule M5
Accident,GAA19CA508,2019-08-22,"Hemet, CA",United States,Non-Fatal,Substantial,Airplane,Piper,PA28,No,1.0,Reciprocating,091,Instructional,0.0,0.0,0.0,1.0,VMC,2019,1.0,0.0,0.0,Piper PA28
Accident,ERA19LA257,2019-08-22,"Burnsville, NC",United States,Non-Fatal,Substantial,Airplane,Cirrus,SR22,No,,Reciprocating,091,Personal,0.0,0.0,0.0,2.0,IMC,2019,2.0,0.0,0.0,Cirrus SR22
Accident,GAA19CA513,2019-08-22,"Rangeley Lake, ME",United States,Non-Fatal,Substantial,Airplane,Cessna,A185,No,1.0,Reciprocating,091,Personal,0.0,2.0,0.0,0.0,VMC,2019,2.0,2.0,1.0,Cessna A185
Accident,CEN19WA282,2019-08-22,"Diepholz, Germany",Germany,Fatal,Destroyed,Airplane,Cessna,150,No,,,UNK,,1.0,0.0,0.0,0.0,,2019,1.0,1.0,1.0,Cessna 150
Accident,ERA19LA258,2019-08-23,"Hobe Sound, FL",United States,Non-Fatal,Substantial,Airplane,Beechcraft,F33,No,1.0,Reciprocating,091,Personal,0.0,0.0,0.0,3.0,VMC,2019,3.0,0.0,0.0,Beechcraft F33
Accident,GAA19WA532,2019-08-23,"Warintza, Morona Santiago, Spain",Spain,Fatal,Destroyed,Airplane,Cessna,182,No,,,NUSN,,4.0,0.0,0.0,0.0,,2019,4.0,4.0,1.0,Cessna 182
Accident,GAA19CA557,2019-08-23,"Fort Myers, FL",United States,Non-Fatal,Substantial,Airplane,Beechcraft,35,No,1.0,Reciprocating,091,Personal,0.0,0.0,0.0,2.0,VMC,2019,2.0,0.0,0.0,Beechcraft 35
Accident,WPR19LA239,2019-08-24,"Wendover, UT",United States,Non-Fatal,Substantial,Airplane,Piper,PA24,No,1.0,Reciprocating,091,Personal,0.0,0.0,0.0,2.0,VMC,2019,2.0,0.0,0.0,Piper PA24
Incident,DCA19WA209,2019-08-24,"Shannon, Ireland",Ireland,,,Airplane,Boeing,777,No,,,NUSC,,0.0,0.0,0.0,0.0,,2019,0.0,0.0,,Boeing 777
Accident,GAA19CA511,2019-08-25,"Cottonwood, AZ",United States,Non-Fatal,Substantial,Airplane,Piper,PA28,No,1.0,Reciprocating,091,Instructional,0.0,0.0,0.0,2.0,VMC,2019,2.0,0.0,0.0,Piper PA28
Accident,CEN19TA293,2019-08-25,"Russiaville, IN",United States,Non-Fatal,Substantial,Airplane,Piper,J3C,No,1.0,Reciprocating,091,Personal,0.0,0.0,0.0,2.0,VMC,2019,2.0,0.0,0.0,Piper J3C
Accident,CEN19LA300,2019-08-25,"Bethany, OK",United States,Non-Fatal,Substantial,Airplane,Cessna,425,No,2.0,Turbo Prop,091,Personal,0.0,0.0,0.0,1.0,VMC,2019,1.0,0.0,0.0,Cessna 425
Accident,CEN19TA330,2019-08-25,"GLENWOOD SPRINGS, CO",United States,Non-Fatal,Substantial,Airplane,Cirrus,SR22,No,,,091,Personal,0.0,0.0,0.0,3.0,VMC,2019,3.0,0.0,0.0,Cirrus SR22
Accident,CEN19WA287,2019-08-25,"Simplon Pass, Eswatini",Eswatini,Fatal,Destroyed,Airplane,Piper,PA28RT,No,1.0,Reciprocating,NUSN,Personal,3.0,0.0,0.0,0.0,,2019,3.0,3.0,1.0,Piper PA28RT
Accident,WPR19LA243,2019-08-26,"Reno, NV",United States,Non-Fatal,Substantial,Airplane,Mooney,M20C,No,1.0,Reciprocating,091,Personal,0.0,1.0,2.0,0.0,,2019,3.0,1.0,0.3333333333333333,Mooney M20C
Accident,CEN19LA290,2019-08-27,"Monroe, WI",United States,Non-Fatal,Substantial,Airplane,Beechcraft,35,Yes,1.0,Reciprocating,091,Personal,0.0,1.0,1.0,0.0,,2019,2.0,1.0,0.5,Beechcraft 35
Accident,GAA19CA515,2019-08-27,"Kenai, AK",United States,Non-Fatal,Substantial,Airplane,Piper,PA18,No,1.0,Reciprocating,091,Personal,0.0,0.0,0.0,1.0,VMC,2019,1.0,0.0,0.0,Piper PA18
Accident,DCA19CA208,2019-08-27,"Chicago, IL",United States,Non-Fatal,,Airplane,McDonnell Douglas,MD88,No,2.0,Turbo Jet,121,,0.0,0.0,1.0,151.0,VMC,2019,152.0,0.0,0.0,McDonnell Douglas MD88
Accident,DCA19CA206,2019-08-27,"Denver, CO",United States,Non-Fatal,,Airplane,Airbus,A320,No,2.0,Turbo Fan,121,,0.0,0.0,1.0,0.0,VMC,2019,1.0,0.0,0.0,Airbus A320
Accident,WPR19WA254,2019-08-27,"Azligarh, India",India,,Destroyed,Airplane,Cessna,560,No,,,NUSN,,0.0,0.0,0.0,0.0,,2019,0.0,0.0,,Cessna 560
Accident,DCA19WA211,2019-08-27,"Beijing, China",China,Non-Fatal,Substantial,Airplane,Airbus,A330,No,,,NUSC,,0.0,0.0,0.0,162.0,,2019,162.0,0.0,0.0,Airbus A330
Accident,WPR19FA244,2019-08-28,"McKenzie Bridge, OR",United States,Fatal,Destroyed,Airplane,Cessna,172,No,1.0,Reciprocating,091,Personal,2.0,0.0,0.0,0.0,VMC,2019,2.0,2.0,1.0,Cessna 172
Accident,GAA19CA518,2019-08-28,"Ashland, OR",United States,Non-Fatal,Substantial,Airplane,Piper,PA32RT,No,1.0,Reciprocating,091,Personal,0.0,0.0,0.0,1.0,VMC,2019,1.0,0.0,0.0,Piper PA32RT
Accident,WPR19FA246,2019-08-29,"St. Ignatious, MT",United States,Fatal,Substantial,Airplane,Beechcraft,33,No,1.0,Reciprocating,091,Personal,3.0,0.0,0.0,0.0,VMC,2019,3.0,3.0,1.0,Beechcraft 33
